date,sentence,importance,event-type,cluster
March 9. 1849, A,0,,
March 9. 1849," LINCOLN
 E",0,,
March 9. 1849, D,0,,
March 9. 1849, BAKER,0,,
March. 9. 1849,Hon  Secretary of the Treasury,0,,
March. 9. 1849," Washington,
 Dear Sir  March",0,,
March. 9. 1849, 9,0,,
March. 9. 1849, 1849,0,,
March. 9. 1849,"
 Col",0,,
March. 9. 1849, E,0,,
March. 9. 1849, D,0,,
March. 9. 1849," Baker and myself are the only Whig members of congress from Illinois I, of the 30th",0,,
March. 9. 1849,   he of the 31st,0,,
March. 9. 1849," We have reason to think the whigs of that state hold us responsible, to some extent, for the appointments which may be made of our citizens",0,,
March. 9. 1849," We do not know you personally  and our efforts to see you have, so far, been unavailing",0,,
March. 9. 1849," I therefore hope I am not obtrusive in saying, in this way, for him and myself, that when a citizen of Illinois is to be appointed in your Department to an office either in or out of the state, we most respectfully ask to be heard",0,,
March. 9. 1849, Your Obt,0,,
March. 9. 1849, Servt,0,,
March. 9. 1849,"
 A",0,,
March. 9. 1849, LINCOLN,0,,
"March 10, 1849","Application for Patenton an Improved Method of Lifting Vessels over Shoals  1 
 March 10, 1849
 To the Commissioner of Patents",0,,
"March 10, 1849","  2 
 The Petition of Abraham Lincoln, of Springfield in the county of Sangamon   State of Illinois
 Respectfully represents",0,,
"March 10, 1849","
 That your petitioner has invented a new and improved manner of combining adjustable buoyant chambers with steam boats or other vessels which has not, as he verily believes been heretofore used or known, and that he is desirous that Letters Patent of the United States may be granted to him therefor, securing to him and to his legal representatives, the exclusive right of making and using, and of vending to others the privilege to make or use, the same, agreeably to the provisions of the Acts of Congress in that case made and provided, he having paid thirty dollars into the Treasury of the United States, and complied with other provisions of the said Acts",1,event,135
"March 10, 1849","
 And he hereby authorises and empowers his Agent and Attorney, Z",0,,
"March 10, 1849", C,0,,
"March 10, 1849"," ROBBINS, to alter or modify the within specification and claim as he may deem expedient, and to receive his patent  andPage 33
 also to receive back any moneys which he may be entitled to withdraw, and to receipt for the same",1,demand,135
"March 10, 1849", A,0,,
"March 10, 1849", LINCOLN,0,,
"March 10, 1849","
 County of Washington District of Columbia SS",0,,
"March 10, 1849","
 On this 10th",0,,
"March 10, 1849"," day of March 1849 before the subscriber, a Jus Peace in and for the said county personally appeared the within named Abraham Lincoln and made solemn oath according to law, that he believes himself to be the original and first inventor of the within described improved manner of combining buoyant chambers with steam boats or other vessels and that he does not know or believe that the same has been before used or known  and that he is a citizen of the United States",1,event,136
"March 10, 1849", I L,0,,
"March 10, 1849"," SMITH, JP
 To all whom it may concern 
 Be it known that I, Abraham Lincoln, of Springfield, in the county of Sangamon, in the state of Illinois, have invented a new and improved manner of combining adjustable buoyant air chambers with a steam boat or other vessel for the purpose of enabling their draught of water to be readily lessened to enable them to pass over bars, or through shallow water, without discharging their cargoes  and I do hereby declare the following to be a full, clear, and exact description thereof, reference being had to the accompanying drawings making a part of this specification",0,,
"March 10, 1849", Similar letters indicate like parts in all the figures,0,,
"March 10, 1849","
 The buoyant chambers A",0,,
"March 10, 1849", A,0,,
"March 10, 1849"," which I employ, are constructed in such a manner that they can be expanded so as to hold a large volume of air when required for use, and can be contracted, into a very small space and safely secured as soon as their services can be dispensed with",0,,
"March 10, 1849","
 Fig",0,,
"March 10, 1849", 1,0,,
"March 10, 1849"," is a side elevation of a vessel with the buoyant chambers combined therewith, expanded 
 Fig",0,,
"March 10, 1849", 2,0,,
"March 10, 1849", is a transverse section of the same with the buoyant chambers contracted,0,,
"March 10, 1849","
 Fig",0,,
"March 10, 1849", 3,0,,
"March 10, 1849"," is a longitud i nal vertical section through the centre of one of the buoyant chambers, and the box B",0,,
"March 10, 1849"," for receiving it when contracted, which is secured to the lower guard of the vessel",0,,
"March 10, 1849","
 The top g, and bottom h, of each buoyant chamber, is composed of plank or metal, of suitable strength and stiffness, and the flexible sides and ends of the chambers, are composed of india rubber cloth, or other suitable water proof fabric, securely united to the edges and ends of the top and bottom of the chambers",0,,
"March 10, 1849","
 The sides of the chambers may be stayed and supported centrally by a frame k, as shown in Fig",0,,
"March 10, 1849"," 3, or as many stays may bePage 34
 combined with them as may be necessary to give them the requisite fullness and strength when expanded",0,,
"March 10, 1849","
 The buoyant chambers are suspended and operated as follows  a suitable number of vertical shafts or spars D",,,
"March 10, 1849",D,0,,
"March 10, 1849"," are combined with each of the chambers, as represented in Fig",0,,
"March 10, 1849"," 1, 2   3  to wit  the shafts work freely in apertures formed in the upper sides of the chambers, and their lower ends are permanently secured to the under sides of the chambers  the vertical shafts or spars  D",0,,
"March 10, 1849",D,0,,
"March 10, 1849",  pass up through the top of the boxes B,0,,
"March 10, 1849",B,0,,
"March 10, 1849"," on the lower guards of the vessel, and then through its upper guards, or some other suitable support, to keep them in a vertical position",0,,
"March 10, 1849","
 The vertical shaft  D",0,,
"March 10, 1849",D,0,,
"March 10, 1849","  are connected to the main shaft C, which passes longitudinally through the centre of the vessel just below its upper deck, by endless ropes f",0,,
"March 10, 1849", f,0,,
"March 10, 1849", as represented in Fig 2  the said ropes f,0,,
"March 10, 1849",f,0,,
"March 10, 1849"," being wound several times around the main shaft C, then passing outwards over sheaves or rollers attached to the upper deck or guards of the vessel, from which they descend along the inner sides of the vertical shafts or spars D",0,,
"March 10, 1849", D,0,,
"March 10, 1849", to sheaves or rollers connected to the boxes B,0,,
"March 10, 1849", B,0,,
"March 10, 1849"," and thence rise to the main shaft  C,  again",0,,
"March 10, 1849","
 The ropes f",0,,
"March 10, 1849",f,0,,
"March 10, 1849", are connected to the vertical shafts at i,0,,
"March 10, 1849",i,0,,
"March 10, 1849", as shown in Figs,0,,
"March 10, 1849", 1,0,,
"March 10, 1849",   2,0,,
"March 10, 1849"," It will therefore be perceived, that by turning the main shaft C",0,,
"March 10, 1849"," in one direction, the buoyant chambers will be expanded into the position shown in Fig",0,,
"March 10, 1849"," 1  and by turning the shaft in an opposite direction, the chamber will be contracted into the position shown in Fig",0,,
"March 10, 1849", 2,0,,
"March 10, 1849","
 In Fig",0,,
"March 10, 1849", 3,0,,
"March 10, 1849"," e,e, are check ropes made fast to the tops of the boxes B, B, and to the upper sides of the buoyant chambers  which ropes catch and retain the upper sides of the chambers when their lower sides are forced down, and cause the chambers to be expanded to their full capacity",0,,
"March 10, 1849"," By varying the length of the check ropes, the depth of immersion of the buoyant chambers can be governed",0,,
"March 10, 1849"," A suitable number of openings m, m, are formed in the upper sides of the buoyant chambers, for the admission and emission of air when the chambers are expanded and contracted",0,,
"March 10, 1849","
 The ropes f",0,,
"March 10, 1849",f,0,,
"March 10, 1849"," that connect the main shaft C, with the shafts or spars D",0,,
"March 10, 1849", D,0,,
"March 10, 1849","  rising from the buoyant chambers,  may be passed from one to the other in any direction that may be deemed best, and that will least incommode the deck of the vessel  or other mechanical means may be employed as the medium of communication between the main shaft and the buoyant chambers, if it should be found expedient",0,,
"March 10, 1849", I shall generally make the main shaft C,0,,
"March 10, 1849"," in as many parts as there are corresponding pairs of buoyant chambers, so that by coupling the sections of the shaft together, the whole of
 Page 35From Nicolay and Hay, Abraham Lincoln  A History
 the chambers can be expanded at the same time, and by disconnecting them, either pair of chambers can be expanded, separately from the others as circumstances may require",0,,
"March 10, 1849","
 The buoyant chambers may be operated by the power of the steam engine applied to the main shaft C, in any convenient manner, or by man power",0,,
"March 10, 1849","
 Where the guards of a vessel are very high above the water, the boxes B",0,,
"March 10, 1849", B,0,,
"March 10, 1849"," for the reception of the buoyant chambers when contracted, may be dispenced with, and the chambers be contracted by drawing them against the under side of the guards",0,,
"March 10, 1849"," Or, protecting cases may be secured to the under sides of the guards for the reception of the buoyant chambers when contracted",0,,
"March 10, 1849","
 When it is desired to combine my expansible buoyant chambers with vessels which have no projecting guards  shelves or cases must be strongly fastened to their sides for the reception of the buoyant chambers",0,,
"March 10, 1849","
 I wish it to be distinctly understood, that I do not intend to limit myself to any particular mechanical arrangement, in combining expansible buoyant chambers with a vessel, but shall vary the same as I may deem expedient, whilst I attain the same end by substantially the same means",0,,
"March 10, 1849"," What I claim as my invention and desire to secure by letters patent, is the combination of expansible buoyant chambers placed at the sides of a vessel, with the main shaft or shafts C, by means of the sliding spars, or shafts D, which pass down through the buoyant chambers and are made fast to their bottoms, and the series of ropes and pullies, or their equivalents, in such a manner that by turning the main shaft or shafts in one direction, the buoyant chambers will be forced downwards into the water and at the same time expanded and filled with air for buoying up the vessel by the displacement of water  and by turning the shaft in an opposite direction, the buoyant chambers will be contracted into a small space and secured against injury",0,,
"March 10, 1849","
 Witness Z",0,,
"March 10, 1849", C,0,,
"March 10, 1849", ROBBINS A,0,,
"March 10, 1849"," LINCOLN
 H",0,,
"March 10, 1849", H,0,,
"March 10, 1849", SYLVESTER,0,,
March 10. 1849,To John M,0,,
March 10. 1849," Clayton  1 
 COPY",0,,
March 10. 1849,"
 Hon  Secretary of State Washington,
 Dear Sir  March 10",0,,
March 10. 1849," 1849
 There are several applicants for the office of U",0,,
March 10. 1849, S,0,,
March 10. 1849," Marshall for the District of Illinois, among the most prominent of whom are Benjamin Bond, Esq",0,,
March 10. 1849," of Carlyle, and Thomas,  2  Esq, of Galena",0,,
March 10. 1849, Mr,0,,
March 10. 1849," Bond I know to be, personally, every way worthy of the office Page 37
 and he is very numerously, and most respectably recommended",1,fact,137
March 10. 1849," His papers I send to you  and I solicit for his claims, a full and fair consideration",1,event,137
March 10. 1849," Having said this much, I add that in my individual judgment, the appointment of Mr",0,,
March 10. 1849, Thomas would be the better,0,,
March 10. 1849, Your Obt,0,,
March 10. 1849, Servt,0,,
March 10. 1849, A,0,,
March 10. 1849," LINCOLN
  Endorsed on Mr",0,,
March 10. 1849," Bond s papers 
 In this and the accompanying envelope, are the recommendations of about 200 good citizens of all parts of Illinois that Benjamin Bond be appointed Marshall for that District",1,event,138
March 10. 1849," They include the names of nearly all our whigs who now are, or have ever been, members of the state Legislature, besides 46 of the democratic members of the present Legislature, and many other good citizens",1,fact,138
March 10. 1849," I add that, from personal knowledge, I consider Mr",0,,
March 10. 1849," Bond every way worthy of the office, and qualified to fill it",0,,
March 10. 1849," Holding the individual opinion that the appointment of a different gentleman would be better, I ask especial attention and consideration for his claims, and for the opinions expressed in his favor, by those over whom I can claim no superiority",1,event,138
March 10. 1849, A,0,,
March 10. 1849, LINCOLN,0,,
"March 14, 1849",If Mr,0,,
"March 14, 1849"," Wilcox  2  can receive the appointment above indicated, I shall be truly and heartily gratified",0,,
"March 14, 1849"," From at least one severe test, I have seen him subjected to, I consider him a gentleman of the highest sense of honor, besides possessing all the other requisite qualifications",1,event,139
"March 14, 1849", A,0,,
"March 20, 1849","Private   confidential
 I have heard the foregoing letter of Col",0,,
"March 20, 1849"," Baker read  and from a long personal   intimate acquaintance with him, if the plan he proposes is at all practicable, I think, he would be the very man to execute it",0,,
March 26. 1849, Clayton St,0,,
March 26. 1849," 1849
 Dear Sir  I take great pleasure in introducing to your acquaintance my good personal and political friend Benjamin Bond Esq",0,,
March 26. 1849," He is an applicant for the office of Marshall for Illinois  and previous to leaving Washington, I filed his recommendations, with my indorsement upon them to which I refer you",1,fact,140
March 26. 1849," What I there say in his favor, I take great pleasure in repeating",0,,
"March 26, 1849","
 Dear Sir  The bearer of this, Benjamin Bond, Esq, supposes that some letters addressed to me and Col",0,,
"March 26, 1849"," Baker, or to me alone by him, may now be in your office",0,,
"March 26, 1849"," I therefore request you will permit him to look over all letters in your hands, to me or to me   Baker, and deliver to him all such as he may say are addressed in his hand writing",1,demand,141
"April, 1849"," April, 1849 Petition For Appointment of Robert Allen  1 
  c",0,,
"April, 1849"," April, 1849 
 The undersigned Members of the Bar of the State of Illinois desire and would respectfully recommend Col  Robert Allen the appointment of U  S  Marshal for the District of Illinois aforesaid
 A",0,,
"April, 1849", Lincoln  If new appointment is made ,0,,
"April, 1849",,0,,
"April 7, 1849","Hon  Post Master General  Springfield, Ills",0,,
"April 7, 1849","
 Dear Sir  April 7, 1849
 I recommend that Abner Y",0,,
"April 7, 1849"," Ellis  2  be appointed Post Master at this place, whenever there shall be a vacancy",0,,
"April 7, 1849", J,0,,
"April 7, 1849", R,0,,
"April 7, 1849"," Diller, the present incumbent, I can not say has failed in the proper discharge of any of the duties of the office",1,event,142
"April 7, 1849"," He, however, has been an active partizan in opposition to us",1,fact,142
"April 7, 1849"," Located at the Seat of Government of the State, he has been, for part, if not the whole of the time he has held the office, a member of the Democratic State Central Committee, signing his name to their addresses and manifestos  and has been, as I understand, re appointed by Mr",1,event,142
"April 7, 1849", Polk since Gen  Taylor s election,0,,
"April 7, 1849"," These are the facts of the case as I understand them, and I give no opinion of mine as to whether he should or should not be removed",1,event,142
"April 7, 1849"," My wish is that the Department may adopt some proper general rule for such cases, and that Mr",1,demand,142
"April 7, 1849"," Diller may not be made an exception to it, one way or the other",1,demand,142
"April 7, 1849", Your Obt,0,,
"April 7, 1849", Servt,0,,
"April 7, 1849","
 A LINCOLN
 P",0,,
"April 7, 1849",S,0,,
"April 7, 1849"," This office, with it s delivery, is entirely within my district  so that Col",0,,
"April 7, 1849"," Baker, the other whig representative, claims no voice in the appointment",0,,
"April 7, 1849", A,0,,
"April 7, 1849", L,0,,
"April 7, 1849",,,,
April 7. 1849,"To Thomas Ewing  1 
 Hon  Secretary of the Home Department  Springfield, Ills,
 Dear Sir  April 7",0,,
April 7. 1849," 1849
 I recommend that William Butler be appointed Pension Agent, for the Illinois agency, when the place shall be vacant",1,event,143
April 7. 1849, Mr,0,,
April 7. 1849," Hurst,  2 Page 40
 the present incumbent, I believe has performed the duties very well",0,,
April 7. 1849," He is a decided partazan, and, I believe, expects to be removed",0,,
April 7. 1849," Whether he shall, I submit to the Department",0,,
April 7. 1849," This office is not confined to my District, but pertains to the whole state  so that Col",0,,
April 7. 1849, Baker has an equal right with myself to be heard concerning it,0,,
April 7. 1849," However, the office is located here  and I think it is not probable any one would desire to remove from a distance to take it",0,,
April 7. 1849, Your Obt,0,,
April 7. 1849, Servt,0,,
April 7. 1849, A,0,,
April 7. 1849, LINCOLN,0,,
April 7. 1849,"To Thomas Ewing  b 
 Hon  Secretary of the Home Department  Springfield, Ills",0,,
April 7. 1849,"
 Dear Sir  April 7",0,,
April 7. 1849," 1849
 I recommend that Walter Davis be appointed Receiver of the Land Office at this place, whenever there shall be a vacancy",1,demand,144
April 7. 1849, I can not say that Mr,0,,
April 7. 1849," Herndon,  b  FOOTNOTES 2  the present incumbent, has failed in the proper discharge of any of the duties of the office",1,event,145
April 7. 1849, He is a very warm partizan  and openly   actively opposed the election of Gen  Taylor,1,fact,145
April 7. 1849," I also understand that since Gen  Taylor s election, he has received a re appointment from Mr",1,event,146
April 7. 1849," Polk, his old commission not having expired",0,,
April 7. 1849," Whether this is true, the records of the Department will show",0,,
April 7. 1849," I may add that the whigs here, almost universally desire his removal",1,demand,147
April 7. 1849," I give no opinion of my own, but state the facts, and express the hope that the Department will act in this, as in all other cases, on some proper general rule",1,demand,148
April 7. 1849, Your Obt,0,,
April 7. 1849, Servt,0,,
April 7. 1849,"
 A",0,,
April 7. 1849," LINCOLN
 P",0,,
April 7. 1849,S,0,,
April 7. 1849," The land district to which this office belongs, is very nearly if not entirely within my district  so that Col",1,fact,149
April 7. 1849," Baker, the other whig representative, claims no voice in the appointment",1,fact,150
April 7. 1849,,0,,
April 7. 1849,To William B,0,,
April 7. 1849," Warren and Others  1 
 Gentlemen  Springfield, Ills",0,,
April 7. 1849, April 7,0,,
April 7. 1849," 1849
 In answer to your note concerning the General Land Office I have to say that, if the office can be secured to Illinois by my consent to accept it, and not otherwise, I give that consent",1,demand,151
April 7. 1849, Some months since I gave my word to secure the appointment to that office of Mr,1,event,151
April 7. 1849," Cyrus Edwards, if in my power, in case of a vacancy  and more recently I stipulated with Col",1,demand,151
April 7. 1849, Baker that if Mr,0,,
April 7. 1849, Edwards and Col,0,,
April 7. 1849, J,0,,
April 7. 1849, L,0,,
April 7. 1849, D,0,,
April 7. 1849," Morrison could arrange with each other for one of them to withdraw, we would jointly recommend the other",1,demand,152
April 7. 1849," In relation to these pledges, I must not only be chaste but above suspicion",1,demand,152
April 7. 1849," If the office shall be tendered to me, I must be permitted to say  Give it to Mr",1,demand,153
April 7. 1849," Edwards, or, if so agreed by them, to Col",0,,
April 7. 1849," Morrison, and I decline it  if not, I accept",0,,
April 7. 1849,"  With this understanding, you are at liberty to procure me the offer of the appointment if you can  and I shall feel complimented by your effort, and still more by it s success",1,demand,154
April 7. 1849, It should not be overlooked that Col,0,,
April 7. 1849," Baker s position entitles him to a large share of control in this matter  however, one of your number, Col",0,,
April 7. 1849," Warren, knows that Baker has at all times been ready to recommend me, if I would consent",1,fact,155
April 7. 1849," It must also be understood that if at any time, previous to an appointment being made, I shall learn that Mr",1,demand,155
April 7. 1849, Edwards   Col,0,,
April 7. 1849," Morrison have agreed, I shall at once carry out my stipulation with Col",1,event,155
April 7. 1849," Baker, as above stated",0,,
April 7. 1849," Yours truly
 Col",0,,
April 7. 1849, W,0,,
April 7. 1849, B,0,,
April 7. 1849," Warren,   others",0,,
April 7. 1849, A,0,,
April 7. 1849, LINCOLN,0,,
April 10. 1849,"To Thomas Ewing  1 
 Hon  Secretary of the Home Department Springfield, Ills",0,,
April 10. 1849,"
 Dear Sir  April 10",0,,
April 10. 1849," 1849
 I have been requested to say something to the Department in relation to the Land offices and officers at Kaskaskia in this state",0,,
April 10. 1849," They are a great distance from me, and not in my district  so that my information is too limited to enable me to speak properly on the question",1,fact,156
April 10. 1849, Cols,0,,
April 10. 1849, J,0,,
April 10. 1849, L,0,,
April 10. 1849, D,0,,
April 10. 1849," Morrison, and R",0,,
April 10. 1849, B,0,,
April 10. 1849," Servant  2  are two good and true men residing in the district  and I have concluded to indorse in advance, whatever they may concur in saying to the Department in relation to those offices",1,event,157
April 10. 1849, Your Obt,0,,
April 10. 1849, Servt,0,,
April 10. 1849,"
 A",0,,
April 10. 1849, LINCOLN,0,,
April 13--- 1849,"To Thomas Ewing  1 
 Hon  Secretary of the Home Department  Springfield, Ills",0,,
April 13--- 1849,"
 Dear Sir  April 13  1849
 Under date of the 7th",0,,
April 13--- 1849, Inst,0,,
April 13--- 1849," I forwarded to you, in separate letters, recommendations that Walter Davis be Receiver, and Turner R",0,,
April 13--- 1849," King Register, of the Land Office at this place",0,,
April 13--- 1849," For a personal reason, of no consequence to the Department, I now wish to transpose those recommendations  so that Davis may stand for Register, and King for Receiver",1,demand,158
April 13--- 1849, Your Obt,0,,
April 13--- 1849, Servt,0,,
April 13--- 1849, A,0,,
April 13--- 1849, LINCOLN,0,,
April 20. 1849,To William B,0,,
April 20. 1849," Preston  1 
 Hon  W",0,,
April 20. 1849, B,0,,
April 20. 1849," Preston  Springfield, Ills",0,,
April 20. 1849,"
 Dear Sir  April 20",0,,
April 20. 1849, 1849,0,,
April 20. 1849,"
 No member of the cabinet knows so well as yourself, the great anxiety I felt for Gen  Taylor s election, and consequently none could so well appreciate my anxiety for the success of his administration",1,event,159
April 20. 1849, Therefore I address you,0,,
April 20. 1849," It is seen here that the government advertising, or a great part of it, is given to the Democratic papers",1,event,160
April 20. 1849," This gives offence to the Whig papers  and, if persisted in,Page 43
 will leave the administration without any newspaper support whatever",1,demand,160
April 20. 1849," It causes, or will cause, the Whig editors to fall off, while the Democratic ones will not be brought in by it",1,demand,160
April 20. 1849," I suppose Gen  Taylor, because both of his declarations, and his inclination, will not go the doctrine of removals very strongly  and hence the greater reason, when an office or a job is not already in democratic hands, that it should be given to a Whig",1,demand,161
April 20. 1849," Even at this, full half the government patronage will still be in the hands of our opponents at the end of four years  and if still less than this is done for our friends, I think they will have just cause to complain, and I verily believe the administration can not be sustained",1,demand,161
April 20. 1849, The enclosed paragraph is from the leading Whig paper in this state,0,,
April 20. 1849," I think it is injudicious, and should not have appeared  still there is no keeping men silent when they feel they are wronged by their friends",1,demand,161
April 20. 1849," As the subject of this paragraph pertains to the War Department, I would have written Mr",0,,
April 20. 1849," Crawford,  2  but that it might have appeared obtrusive, I having no personal acquaintance with him",0,,
April 20. 1849, I am sure you will not be offended,0,,
April 20. 1849, Your Obt,0,,
April 20. 1849, Servt,0,,
April 20. 1849,"
 A",0,,
April 20. 1849, LINCOLN,0,,
"April 25, 1849",To Josiah M,0,,
"April 25, 1849"," Lucas  1 
 J",0,,
"April 25, 1849", M,0,,
"April 25, 1849"," Lucas, Esq Springfield Ills",0,,
"April 25, 1849"," April 25, 1849",0,,
"April 25, 1849","
 Dear Sir  Your letter of the 15th is just received",0,,
"April 25, 1849"," Like you, I fear the Land Office is not going as it should  but I know nothing I can do",1,demand,162
"April 25, 1849"," In my letter written three days ago,  2  I told you the Department understands my wishes",0,,
"April 25, 1849"," As to Butterfield,  3  he is my personal friend, and is qualified to do the duties of the office  but of the quite one hundred Illinoisians, equally well qualified, I do not know one with less claims to it",1,fact,163
"April 25, 1849"," In the first place, what you say about Lisle Smith,  4  is the first intimation I have had of any one man in Illinois desiring Butterfield to have any office",1,event,164
"April 25, 1849"," Now, I think if any thing be given the state, it should be so given as to gratify our friends, and to stimulate them to future exertions",1,demand,164
"April 25, 1849", As to Mr,0,,
"April 25, 1849"," Clay having recommended him, that is  quid pro quo",0,,
"April 25, 1849",  He fought for Mr,0,,
"April 25, 1849", Clay against Gen Taylor to the bitter end as I understand  and I do not believe I misunderstand,0,,
"April 25, 1849"," Lisle Smith too, was a Clay delegate at Philadelphia  and against my most earnest entreaties, took the lead in filling two vacancies, from my own district with Clay men",1,event,165
"April 25, 1849", It will now mortify me deeply if Gen,0,,
"April 25, 1849","
 Page 44Taylors administration shall trample all my wishes in the dust merely to gratify these men",0,,
"April 25, 1849", Yours as ever A,0,,
"April 25, 1849", LINCOLN,0,,
"April 25, 1849",,0,,
"April 25, 1849",To Philo H,0,,
"April 25, 1849"," Thompson  1 
 Dear Thompson  Springfield April 25, 1849
 A tirade is still kept up against me here for recommending T",0,,
"April 25, 1849", R,0,,
"April 25, 1849", King,0,,
"April 25, 1849"," This morning it is openly avowed that my supposed influence at Washington, shall be broken down generally, and King s prospects defeated in particular",1,demand,166
"April 25, 1849"," Now what I have done in this matter, I have done at the request of you and some other friends in Tazewell  and I therefore ask you to either admit it is wrong, or come forward and sustain me",1,event,166
"April 25, 1849"," If the truth will permit, I propose that you sustain me in the following manner copy the enclosed scrap in your own hand writing, and get everybody  not three or four but three or four hundred  to sign it and then send it to me",1,demand,166
"April 25, 1849","  2  Also have six, eight or ten of our best known whig friends there, to write me individual letters, stating the truth in this matter, as they understand it",0,,
"April 25, 1849", Dont neglect or delay in the matter,0,,
"April 25, 1849"," I understand information of an indictment having been found against him about three years ago, for gaming or keeping a gaming house has been sent to the Department",1,event,167
"April 25, 1849", I shall try to take care of it at the Department till your action can be had and forwarded on,1,demand,167
"April 25, 1849", Yours as ever A,0,,
"April 25, 1849", LINCOLN,0,,
April 26 1849,"To Thomas Ewing  1 
 Hon  Secretary of Home Department Springfield, Ills",0,,
April 26 1849,"
 Dear Sir  April 26 1849
 Some time since I recommended to your Department, the appointment of Turner R",1,event,168
April 26 1849," King and Walter Davis, to the Land Offices in this place",0,,
April 26 1849," Several persons here, who desired these offices themselves, are finding great fault with the recommendations  and I learned this morning that charges against King have been, or arePage 45
 to be, forwarded to your Department",1,event,168
April 26 1849," I write this to request that, if in this, or any other case, charges shall be sent against persons I have recommended, you will suspend action, and notify me",1,demand,168
April 26 1849, I will take pains to avoid imposing any unworthy man on the Department,1,demand,169
April 26 1849, Mr,0,,
April 26 1849," King resides in the Land District, but sixty miles distant from me  and I recommended him to you, on the recommendation of his neighbors to me",1,event,170
April 26 1849," I know him personally, and think him a good man  still my acquaintance with him is not intimate enough to warrant me in totally disregarding a charge against him",1,fact,170
April 26 1849," Accordingly I am making particular enquiry in the matter, and the Department shall know the result",1,demand,171
April 26 1849," I am not the less anxious in this matter because of knowing the principal object of the fault finders, to be to stab me",1,fact,171
April 26 1849, Your Obt,0,,
April 26 1849, Servt,0,,
April 26 1849,,0,,
"May 1, 1849",Memorandum Concerning Orville Paddock and William S,0,,
"May 1, 1849"," Wallace  1 
  May 1, 1849 
 I have already recommended W",0,,
"May 1, 1849", S,0,,
"May 1, 1849", Wallace  2  for Pension Agent at this place,0,,
"May 1, 1849"," It is, however, due the truth, to say that Orville Paddock,  3  above recommended, is every way qualified for the office  and that the persons recommending him, are of our business men, and best whig citizens",0,,
"May 1, 1849",,0,,
May 1. 1849,Hon,0,,
May 1. 1849, C,0,,
May 1. 1849, B,0,,
May 1. 1849," Smith  Springfield, Ills",0,,
May 1. 1849,"
 Dear Sir  May 1",0,,
May 1. 1849," 1849
 You remember my anxiety that Dr",0,,
May 1. 1849, A,0,,
May 1. 1849, G,0,,
May 1. 1849," Henry of this place, should be appointed Register of the Land Office at Minesota",0,,
May 1. 1849,"
 Since I left Washington, I have heard nothing of the matter",0,,
May 1. 1849, I suppose Mr,0,,
May 1. 1849," Evans  2  of Maine, and yourself are constantly together now",0,,
May 1. 1849," I incline to believe he remembers me, and would not hesitate to oblige me, where he conveniently could",1,demand,172
May 1. 1849,"
 Now I will do twice as much for both of you, some time, if he and you will take some leisure moment to call on Mr",1,demand,172
May 1. 1849," Ewing, and, in as graceful a way as possible, urge on him the appointment of Henry",0,,
May 1. 1849, I have always had a tolerably high hope that Mr,1,demand,172
May 1. 1849," Ewing will appoint Henry, if he does not forget my peculiar anxiety about it",1,demand,172
May 1. 1849,"
 Write me soon",0,,
May 1. 1849, Your friend as ever A,0,,
May 1. 1849, LINCOLN,0,,
May 7. 1849,To George W,0,,
May 7. 1849," Rives  1 
 Hon  G",0,,
May 7. 1849, W,0,,
May 7. 1849," Rives Springfield,
 Dear Sir  May 7",0,,
May 7. 1849," 1849
 Your letter of the 25th",0,,
May 7. 1849, ult was received on the 1st,0,,
May 7. 1849, Inst,0,,
May 7. 1849, You overrate my capacity to serve you,1,event,173
May 7. 1849," Not one man recommended by me has yet been appointed to any thing, little or big, except a few who had no opposition",1,fact,174
May 7. 1849,"
 Besides this, at the very inaugeration I commenced trying to get a Minesota appointment for Dr",1,event,174
May 7. 1849," Henry, and have not yet succeeded  and I would not now, lessen his chance, by recommending any living man for any thing in that Teritory",1,event,174
May 7. 1849, It is my recollection that you sent me an application to be P,0,,
May 7. 1849,M,0,,
May 7. 1849, at Paris,0,,
May 7. 1849, Am I mistaken  Very truly Yours A,0,,
May 7. 1849, LINCOLN,0,,
May 10th. 1849,"To Thomas Ewing  1 
 Hon  Secretary of the Interior  Springfield, Ills",0,,
May 10th. 1849,"
 Dear Sir  May 10th",0,,
May 10th. 1849," 1849
 I regret troubling you so often in relation to the Land Offices here  but I hope you will perceive the necessity of it, and excuse me",0,,
May 10th. 1849, On the 7th,0,,
May 10th. 1849, April I wrote you recommending Turner R,0,,
May 10th. 1849," King for Register, and Walter Davis for Receiver",0,,
May 10th. 1849," Subsequently IPage 47
 wrote you that, for a private reason, I had concluded to transpose them",0,,
May 10th. 1849," That private reason was the request of an old personal friend,  2  who himself desired to be Receiver, but whom I felt it my duty to refuse a recommendation",0,,
May 10th. 1849," He said if I would transpose King   Davis, he would be satisfied  I thought it a whim, but anxious to oblige him, I consented",1,demand,175
May 10th. 1849," Immediately he commenced an assault upon King s character, intending as I suppose, to defeat his appointment, and thereby secure another chance for himself",1,event,175
May 10th. 1849," This double offence of bad faith to me, and slander upon a good man, is so totally outrageous, that I now ask to have King and Davis placed as I originally recommended that is, King for Register and Davis for Receiver",1,event,175
May 10th. 1849,"
 An effort is being made now to have Mr",0,,
May 10th. 1849," Barret  sic , the present Register, retained",0,,
May 10th. 1849, I have already said he has done the duties of the office well  and I now add he is a gentleman in the true sense,1,event,176
May 10th. 1849, Still he submits to be the instrument of his party to injure us,1,event,176
