book no.,Year,sentence
volume53_book_16.txt,"January 11, 1933",Which of the temples would you treat as public?
volume53_book_16.txt,"January 11, 1933",Any temple which is not the property of an individual or of several individuals.
volume53_book_16.txt,"January 11, 1933","second Bill, based on Dr. Subbaroyan's, which the Viceroy permitted to be introduced in the Central Assembly, subject to the same qualifications as in the case of his former Bill."
volume53_book_16.txt,"January 11, 1933","The Temple-Entry Bill, as redrafted, was introduced in the Central Legislative Assembly on March 24, 1933."
volume53_book_16.txt,"January 11, 1933","Vide also ""Statement on Viceroy's Decision"", 24-1-1933."
volume53_book_16.txt,"January 11, 1933",1 Offerings 16 THE COLLECTED WORKS OF MAHATMA GANDHI 17.
volume53_book_16.txt,"January 11, 1933",Your parents were staunch followers of the Pushtimarga (a Vaishnavite Sampradaya).
volume53_book_16.txt,"January 11, 1933",Did they freely touch the untouchables?
volume53_book_16.txt,"January 11, 1933",Would they allow them to enter into temples?
volume53_book_16.txt,"January 11, 1933","You have never worn the sacred thread, VIZ., upavita."
volume53_book_16.txt,"January 11, 1933",You wore a tulsi-kanthi1 when you went to England in 1886.
volume53_book_16.txt,"January 11, 1933",When did you give up that kanthi?
volume53_book_16.txt,"January 11, 1933",I used to wear the sacred thread for some time.
volume53_book_16.txt,"January 11, 1933","I did not discard the tulsi-kanthi, but, after I had worn it for some years in South Africa, it left me, that is, it snapped."
volume53_book_16.txt,"January 11, 1933",Are you of the opinion that the wearing of a sacred thread or kanthi is not essential for a sanatanist Hindu?
volume53_book_16.txt,"January 11, 1933","I don't regard the practice as an essential requirement of sanatana dharma and so, when the kanthi snapped, I did not replace it."
volume53_book_16.txt,"January 11, 1933",During your stay in England you took meals in hotels or in the house of an Englishman?
volume53_book_16.txt,"January 11, 1933",Are you of the opinion that a Hindu does not cease to be a sanatanist Hindu by this?
volume53_book_16.txt,"January 11, 1933",That is my considered view.
volume53_book_16.txt,"January 11, 1933",Even now you have no objection to take the food prepared in European hotels or by a Christian or a Mohammedan?
volume53_book_16.txt,"January 11, 1933",I would have no objection if I otherwise regarded the article as acceptable food.
volume53_book_16.txt,"January 11, 1933","Are you in favour of the priti-bhojans 2 in which even the Brahmins, Dheds, Bhangis, Chamars, Mohammedans and Christians dine together?"
volume53_book_16.txt,"January 11, 1933",I oppose mixed dinners with Harijans as a part of the movement for the removal of untouchability.
volume53_book_16.txt,"January 11, 1933","If, however, the items are cooked with proper regard for rules of hygiene, I see nothing wrong in Harijans and others sitting together and eating from separate plates."
volume53_book_16.txt,"January 11, 1933",Will you say that the Hindus who take part in such priti-bhojans can claim to be sanatanist Hindus?
volume53_book_16.txt,"January 11, 1933","Provided the foregoing condition is observed, Hindus participating in mixed dinners with Harijans should be, ought to be, 1 String of tulsi beads 2 Mixed dinner parties with Harijans LETTER TO RANCHHODDAS PATWARI 17 regarded as sanatanist Hindus-if they have the other characteristics of such Hindus."
volume53_book_16.txt,"January 11, 1933","Are you in favour of intermarriages between the Brahmins, Kshatriyas and Vaishyas on the one hand and the untouchables on the other?"
volume53_book_16.txt,"January 11, 1933","If the bride and the bridegroom are a suitable pair, if their lives are pure and they believe in the ideal of self-control in married life, I would certainly approve of such unions."
volume53_book_16.txt,"January 11, 1933",But I do not regard interdining and intermarrying between Harijans and other Hindus as a necessary part of the movement for the eradication of untouchability.
volume53_book_16.txt,"January 11, 1933",Do you keep any idol or any picture of Shri Rama or Shri Krishna when you offer prayers in the morning and at night?
volume53_book_16.txt,"January 11, 1933",Are you a staunch believer in idol-worship?
volume53_book_16.txt,"January 11, 1933",Do you believe that it is necessary to go to a temple for darshan of the image for attaining emancipation and for acquiring supreme love for God?
volume53_book_16.txt,"January 11, 1933",How often have you visited the Hindu temples for the darshan of the idols during the last sixteen years?
volume53_book_16.txt,"January 11, 1933",I have visited them so often in the course of my tours that I cannot count the number of times.
volume53_book_16.txt,"January 11, 1933",What amount have you sent as bhet or samagri to temples from the funds collected by you?
volume53_book_16.txt,"January 11, 1933",I had no right to spend anything on temples from the money I had collected.
volume53_book_16.txt,"January 11, 1933","Do you believe that a Dhed, Bhangi or Chamar cannot attain emancipation or acquire supreme love for God unless he gets an opportunity to go into the Hindu temple for darshan?"
volume53_book_16.txt,"January 11, 1933",I don't believe so at all.
volume53_book_16.txt,"January 11, 1933","If you think that idol-worship is essential for the untouchables, what if separate temples are built for them with the idols of Shri Rama or Shri Krishna?"
volume53_book_16.txt,"January 11, 1933","Since I don't see any justification for the existence of a separate class of untouchable communities, I would not be satisfied by separate temples for them."
volume53_book_16.txt,"January 11, 1933",53-2 18 THE COLLECTED WORKS OF MAHATMA GANDHI 33.
volume53_book_16.txt,"January 11, 1933",Do you think that the worship of an idol in a public temple is more efficacious than that of an idol installed in the temple built for untouchables?
volume53_book_16.txt,"January 11, 1933","Has Mr. Kelappan1 or any Dhed, Bhangi or Chamar told you that he has such supreme love for the deity, that he will lose his life if he does not get darshan in a temple of the sanatanists?"
volume53_book_16.txt,"January 11, 1933","When you attended the Round Table Conference, you were under the impression that the population of the Dheds, Bhangis and Chamars, who are treated as untouchables, was six or seven crores."
volume53_book_16.txt,"January 11, 1933",Were you under the same impression when you made a compromise 2 with Mr. Ambedkar?
volume53_book_16.txt,"January 11, 1933",Did you even take the trouble of studying the causes with a view to ascertain the actual population of these three communities?
volume53_book_16.txt,"January 11, 1933",I don't follow the question.
volume53_book_16.txt,"January 11, 1933",Is it not a fact that the percentage of the population of such untouchables varies from 2½ to 4 per cent in Kathiawar and Gujarat?
volume53_book_16.txt,"January 11, 1933",This is not impossible.
volume53_book_16.txt,"January 11, 1933",Have you even now ascertained the actual population of the three communities in India?
volume53_book_16.txt,"January 11, 1933",I do not know the exact number.
volume53_book_16.txt,"January 11, 1933",Is it not a fact that lakhs of high-caste Hindus who were touchables became Mohammedans during the Mohammedan rule and Christians after the advent of the British rule?
volume53_book_16.txt,"January 11, 1933",I would be surprised if this is true.
volume53_book_16.txt,"January 11, 1933",Can you give even approximately the number of the untouchables who became either Mohammedans or Christians?
volume53_book_16.txt,"January 11, 1933",I can say that the number is quite large.
volume53_book_16.txt,"January 11, 1933","Are you for allowing any Dhed, Bhangi or Chamar admission into the Hindu temples?"
volume53_book_16.txt,"January 11, 1933","If not, what conditions or restrictions would you suggest?"
volume53_book_16.txt,"January 11, 1933","1 K. Kelappan; he had undertaken a fast unto death on September 20, 1932, for the opening of the Guruvayur temple to Harijans and suspended it on October 2 following Gandhiji's advice."
volume53_book_16.txt,"January 11, 1933","2 Yeravda Pact LETTER TO RANCHHODDAS PATWARI 19 All Dheds, Bhangis and members of other such communities who observe the rules of cleanliness must be entitled to visit temples."
volume53_book_16.txt,"January 11, 1933",43. Who will frame these conditions and restrictions and who will enforce them?
volume53_book_16.txt,"January 11, 1933",Will this not cause constant bickerings?
volume53_book_16.txt,"January 11, 1933","These rules are still accepted, and I think it easier to persuade Harijans to observe them than to persuade other Hindus to do so."
volume53_book_16.txt,"January 11, 1933","Has a large section of the Dheds, Bhangis and Chamars authorized you to create this sort of agitation for securing their entry into the Hindu temples?"
volume53_book_16.txt,"January 11, 1933",The present movement is intended to persuade caste Hindus to do their duty.
volume53_book_16.txt,"January 11, 1933","Do you know that most of them are deadly against your agitation and say that it will widen the gulf between them and the caste Hindus, create trouble and make their position considerably worse?"
volume53_book_16.txt,"January 11, 1933",The truth is the exact opposite of this.
volume53_book_16.txt,"January 11, 1933",Are you prepared to issue a referendum for ascertaining wishes of the untouchables in the different parts of India?
volume53_book_16.txt,"January 11, 1933","In the light of the reply to (44), your suggestion is unnecessary."
volume53_book_16.txt,"January 11, 1933","Assuming that you suggest a compromise and it is accepted by some orthodox Hindus, do you think that it will be held as binding on all the untouchables and other orthodox Hindus?"
volume53_book_16.txt,"January 11, 1933",The present movement is not a commercial bargain.
volume53_book_16.txt,"January 11, 1933",It is a purely religious movement.
volume53_book_16.txt,"January 11, 1933",It will show the path of dharma to those who accept it as such.
volume53_book_16.txt,"January 11, 1933","Do you know that the sentiments of untouchability are rampant even amongst the Rabaris, Bharavads, Kolis, Thakardas, Kanbis, Patidars, Rajputs, and such other castes?"
volume53_book_16.txt,"January 11, 1933",That is our misfortune.
volume53_book_16.txt,"January 11, 1933","Do you know that the Dheds do not dine with the Bhangis and Chamars, and there are separate wells for them in almost all the towns and villages?"
volume53_book_16.txt,"January 11, 1933",That is another misfortune.
volume53_book_16.txt,"January 11, 1933",Can you say with some authority that the Dheds will allow the Bhangis and Chamars to enter into their temples?
volume53_book_16.txt,"January 11, 1933","If I can persuade the so-called high-caste Hindus, I think it will be easy enough to persuade the Harijans."
volume53_book_16.txt,"January 11, 1933",20 THE COLLECTED WORKS OF MAHATMA GANDHI 51.
volume53_book_16.txt,"January 11, 1933",Have you got a written assurance from the bulk of the Dheds that they will give up such sentiments if public temples are opened even to the Bhangis and Chamars?
volume53_book_16.txt,"January 11, 1933","Many persons have given me assurances, though I have nothing in writing."
volume53_book_16.txt,"January 11, 1933",You have been constantly preaching touchability after your return from Africa?
volume53_book_16.txt,"January 11, 1933",Will you state the number of temples in the towns and villages which are opened to the untouchables with the consent of the local sanatanists?
volume53_book_16.txt,"January 11, 1933",I think the number must be about 500.
volume53_book_16.txt,"January 11, 1933",Do you not think that the Lion of India who once roared and launched non-co-operation movement against the British Government ought not to seek help from His Excellency the Viceroy on this question?
volume53_book_16.txt,"January 11, 1933","If I reply to this question, I would be violating my promise to the Government.1 54."
volume53_book_16.txt,"January 11, 1933",You propose to fast to death if the Viceroy does not sanction the Bill.
volume53_book_16.txt,"January 11, 1933",Is this by way of resentment against the Viceroy or the obstinate sanatanists?
volume53_book_16.txt,"January 11, 1933",The reply to this question is contained in the reply to question 8.
volume53_book_16.txt,"January 11, 1933",You do not think that your identification with the question will prejudicially affect reverence of the sanatanists for you and practically wreck the Congress and strengthen hands of the British statesmen who are against giving substantial rights to India?
volume53_book_16.txt,"January 11, 1933",I do not believe so.
volume53_book_16.txt,"January 11, 1933",Do you not think that the reverence for you is your real strength?
volume53_book_16.txt,"January 11, 1933","Whatever power I have is Rama's, not mine."
volume53_book_16.txt,"January 11, 1933",Are you prepared to face the human nature as it is?
volume53_book_16.txt,"January 11, 1933",That is what I have done all my life.
volume53_book_16.txt,"January 11, 1933",Do you really appreciate the practical difficulties in the way of accomplishment of your desire?
volume53_book_16.txt,"January 11, 1933",I think I am fully aware of the difficulties.
volume53_book_16.txt,"January 11, 1933",Can you suggest a practical way by which public temples may be opened to the untouchables without creating a split or tension among the Hindus?
volume53_book_16.txt,"January 11, 1933","1 Gandhiji was to eschew all politics during his incarceration, while he was allowed to meet and communicate freely for anti-untouchability work."
volume53_book_16.txt,"January 11, 1933",LETTER TO RANCHHODDAS PATWARI 21 I have certainly made my suggestions.
volume53_book_16.txt,"January 11, 1933","Can the Jains, who are not Hindus by religion, and the Hindus who are against idol-worship, and who have therefore nothing at stake, ask the Viceroy to sanction the Bill?"
volume53_book_16.txt,"January 11, 1933",Has any of the so-called benefactors of the untouchables built or offered to build any temple for the untouchables?
volume53_book_16.txt,"January 11, 1933","What harm is there if separate temples, having due regard to local needs, are built, and the question of the entry into the temples built and maintained by the sanatanists is shelved?"
volume53_book_16.txt,"January 11, 1933",That will harm sanatana dharma itself.
volume53_book_16.txt,"January 11, 1933",Have you ever stayed long in places of pilgrimage with a view to correctly ascertain the depth of the religious sentiments of sanatanist males and females?
volume53_book_16.txt,"January 11, 1933","Is it not a fact that the heart, and not the body, is the seat of love?"
volume53_book_16.txt,"January 11, 1933",Is it a fact that the sacred books of the Hindus lay the greatest stress on the mutual touch by heart?
volume53_book_16.txt,"January 11, 1933",Is it not a fact that it is the lack of mutual touch by heart which creates wars and disputes among families and nourishes civil and criminal courts?
volume53_book_16.txt,"January 11, 1933","You know that during the dire famine of Samvat 1956 1, numerous sanatanists fed the needy and supplied clothes?"
volume53_book_16.txt,"January 11, 1933",Can you point to a single instance of the untouchables having been denied that benefit?
volume53_book_16.txt,"January 11, 1933",There is no limit to that.
volume53_book_16.txt,"January 11, 1933",Do you not think that the non-touchability of the Hindu women in menses is based on the principle of purity?
volume53_book_16.txt,"January 11, 1933",Does it breathe any hatred for them?
volume53_book_16.txt,"January 11, 1933",It implies no contempt.
volume53_book_16.txt,"January 11, 1933",Should a Hindu take his bath and wash his clothes if he touches a corpse or any dead creature?
volume53_book_16.txt,"January 11, 1933",They should purify themselves.
volume53_book_16.txt,"January 11, 1933",1 1900 A.D. 22 THE COLLECTED WORKS OF MAHATMA GANDHI 70.
volume53_book_16.txt,"January 11, 1933",You know that among the Parsis the women in menses are treated as untouchables for eight days.
volume53_book_16.txt,"January 11, 1933",I have heard that it is so.
volume53_book_16.txt,"January 11, 1933",Do you know that no pious Mohammedan would go to a Masjid for prayers if there be a drop of urine or pus on any of his clothes?
volume53_book_16.txt,"January 11, 1933","Supposing that a majority of people in a particular village or town believe that to drink is no vice, should the minority also drink?"
volume53_book_16.txt,"January 11, 1933",Are you of the opinion that dharma should be defined according to the notions of the majority in a particular locality?
volume53_book_16.txt,"January 11, 1933","Whatever the theory, the practice will remain what the majority does."
volume53_book_16.txt,"January 11, 1933","Do you know that about 80 per cent of the boys attending schools and colleges, who wear a white khaddar cap, do not visit temples even once a year; and most of them state that the sacred books of the Hindus should be thrown into the sea?"
volume53_book_16.txt,"January 11, 1933",I would be surprised and pained if this is true.
volume53_book_16.txt,"January 11, 1933",Have you ever advised these boys to visit temples for darshan at least once a fortnight or a month?
volume53_book_16.txt,"January 11, 1933","Do you not think that if the administration of India be entrusted to the people of such views, they would follow in the footsteps of Russia, whose policy is to make the country Godless?"
volume53_book_16.txt,"January 11, 1933",I have no such fear.
volume53_book_16.txt,"January 11, 1933","Have you ever cared to ascertain the percentage of boys referred to in Q.74, who offer prayers to God even once a day?"
volume53_book_16.txt,"January 11, 1933",Generally all pray at least once every day.
volume53_book_16.txt,"January 11, 1933",Do you know that the ladies residing in the 'Vanita Vishram'1 and numerous educated high-caste ladies do not observe menses?
volume53_book_16.txt,"January 11, 1933",I do not know.
volume53_book_16.txt,"January 11, 1933",Has not Shri Krishna said that dear unto him is one who causes no udvega 2 to others?
volume53_book_16.txt,"January 11, 1933",What are your notions about the ahimsa dharma?
volume53_book_16.txt,"January 11, 1933",I have replied to this question in many of my articles.
volume53_book_16.txt,"January 11, 1933",1 Women's home 2 Pain LETTER TO RANCHHODDAS PATWARI 23 80.
volume53_book_16.txt,"January 11, 1933","Can you point to two males or females having similar features of the body, etc., from the population of 180 crores of the earth?"
volume53_book_16.txt,"January 11, 1933",Is it possible to expect all human beings to be of the same temperament or the same habits?
volume53_book_16.txt,"January 11, 1933",Do you not think that the contact of high-caste Hindus with the untouchables in their present state would do considerable harm to the former?
volume53_book_16.txt,"January 11, 1933","If the so-called high-caste Hindus really deserve to be called high-caste, mixing with Harijans will, instead of harming them, benefit both themselves and the Harijans."
volume53_book_16.txt,"January 11, 1933","Even if they do not possess the kind of heart about which you have asked a question above, they will benefit by freely mixing with the Harijans because such mixing concerns the heart."
volume53_book_16.txt,"January 11, 1933",All tinctures contain liquor.
volume53_book_16.txt,"January 11, 1933",Would you advise those who take them to take liquor or to give up the tinctures?
volume53_book_16.txt,"January 11, 1933",Personally I would appeal to them to give up drinking tinctures.
volume53_book_16.txt,"January 11, 1933","Can you point to any Rajput ruler following the Buddhistic religion, or to any Mohammedan ruler who had compelled the sanatanists to allow the untouchables to enter their temples?"
volume53_book_16.txt,"January 11, 1933",I don't know of any.
volume53_book_16.txt,"January 11, 1933","Do you think that if the British Government were to violate the repeated sacred pledges of absolute non-intervention in religious matters, it would contribute to their stability and to peace and contentment among men?"
volume53_book_16.txt,"January 11, 1933",Does Malaviyaji take meals or do Sandhya-Gayatri1 without taking a bath if he has touched any untouchable person?
volume53_book_16.txt,"January 11, 1933",This question should be addressed to Malaviyaji.
volume53_book_16.txt,"January 11, 1933","If the sentiments of the Hindus who support you on this question do not materially differ from those of our friend Mr. Shaukat Ali, is it not open to him to say that he too is a sanatanist?"
volume53_book_16.txt,"January 11, 1933",And can he be our teacher as to what the sanatana dharma is?
volume53_book_16.txt,"January 11, 1933",It is beyond my power to say what Maulana Shaukat Ali can do.
volume53_book_16.txt,"January 11, 1933","Is it a fact that most of the Dheds, Bhangis and Chamars take beef even now?"
volume53_book_16.txt,"January 11, 1933",Do you think that they can be all Harijans?
volume56_book_22.txt,"September 24, 1933","LETTER TO VALLABHBHAI PATEL WARDHA, September 24, 1933 BHAI VALLABHBHAI, I got your letter of the 19th in Bombay and of the 21st today in Wardha after I had entered upon my weekly silence."
volume56_book_22.txt,"September 24, 1933",I understand what you say regarding your teeth.
volume56_book_22.txt,"September 24, 1933",I think you should be able to carry on with them for some time.
volume56_book_22.txt,"September 24, 1933","With me are Ba, Mirabehn, Chandrashankar, Prabhudas, Nayar, Anandi2, Nirmala (Mahadev's), Sharada (Chimanlal's) and Prabhavati."
volume56_book_22.txt,"September 24, 1933",Brijkishan also is here.
volume56_book_22.txt,"September 24, 1933",He will return home on Tuesday.
volume56_book_22.txt,"September 24, 1933",I met Radha3 and Santok4 on the way.
volume56_book_22.txt,"September 24, 1933",Radha keeps good health these days.
volume56_book_22.txt,"September 24, 1933",She is your neighbour.
volume56_book_22.txt,"September 24, 1933",Lilavati5 is in a sanatorium at Deolali.
volume56_book_22.txt,"September 24, 1933",He is working in Jamnalalji's gin.
volume56_book_22.txt,"September 24, 1933",I have got his pay fixed at Rs.
volume56_book_22.txt,"September 24, 1933",The nature of his work is good.
volume56_book_22.txt,"September 24, 1933","If he is steady, he will go forward."
volume56_book_22.txt,"September 24, 1933",Jamnalalji seems to be satisfied with him.
volume56_book_22.txt,"September 24, 1933",N.7 and Amala are problems.
volume56_book_22.txt,"September 24, 1933","The former is an emotional 1 Omission as in the source 2 Daughter of Lakshmidas Asar 3 Daughter of Maganlal Gandhi 4 Widow of Maganlal Gandhi 5 Lilavati Asar 6 Keshav, Maganlal Gandhi's son 7 An American woman."
volume56_book_22.txt,"September 24, 1933",The name is omitted in this and subsequent items.
volume56_book_22.txt,"September 24, 1933","LETTER TO VALLABHBHAI PATEL 25 type, and the latter has no sense."
volume56_book_22.txt,"September 24, 1933",She can't do any work.
volume56_book_22.txt,"September 24, 1933",Both are something of a burden here.
volume56_book_22.txt,"September 24, 1933",I will try to see if the burden can be lightened.
volume56_book_22.txt,"September 24, 1933",Duncan and Mary Barr are doing very well.
volume56_book_22.txt,"September 24, 1933",Both are hard-working and upright.
volume56_book_22.txt,"September 24, 1933","Narahari's children, Vanamala and Mohan, don't keep good health and have gone to Kathlal."
volume56_book_22.txt,"September 24, 1933",I met them in Ahmedabad.
volume56_book_22.txt,"September 24, 1933",They were to leave for Kathlal on Friday.
volume56_book_22.txt,"September 24, 1933",Amina's1 children feel perfectly happy with the other children.
volume56_book_22.txt,"September 24, 1933",They will stay during the vacation in the red bungalow 2 .
volume56_book_22.txt,"September 24, 1933",He is all right now.
volume56_book_22.txt,"September 24, 1933",He was in a hospital.
volume56_book_22.txt,"September 24, 1933",I met Rama Joshi.
volume56_book_22.txt,"September 24, 1933",She was quite well.
volume56_book_22.txt,"September 24, 1933",Her health is improving rapidly indeed.
volume56_book_22.txt,"September 24, 1933",She could raise her arm fairly well.
volume56_book_22.txt,"September 24, 1933",Mani came to Bombay on the very day I left it.
volume56_book_22.txt,"September 24, 1933",She spent most of the time with me.
volume56_book_22.txt,"September 24, 1933",I took her with me even when I called on Elwin 3 .
volume56_book_22.txt,"September 24, 1933",I have advised her to see you and then come to me after getting her teeth and eyes treated.
volume56_book_22.txt,"September 24, 1933","Aunt is still in Bombay, and so also Mathuradas."
volume56_book_22.txt,"September 24, 1933",He feels very much tired.
volume56_book_22.txt,"September 24, 1933",He had shouldered a fairly heavy responsibility.
volume56_book_22.txt,"September 24, 1933",Sastri (of Harijan) is doing well.
volume56_book_22.txt,"September 24, 1933",Chandrashankar will accompany me and send all the Gujarati material from where we are.
volume56_book_22.txt,"September 24, 1933",I have written to Prithuraj4 to stay on in Calicut.
volume56_book_22.txt,"September 24, 1933",Indu5 is in Bhavnagar.
volume56_book_22.txt,"September 24, 1933",He is doing fairly well there.
volume56_book_22.txt,"September 24, 1933",Jayaprakash must have returned to his father.
volume56_book_22.txt,"September 24, 1933",He was in Bombay till I left.
volume56_book_22.txt,"September 24, 1933",He used to come and see me.
volume56_book_22.txt,"September 24, 1933",He saw Prabhavati daily.
volume56_book_22.txt,"September 24, 1933",I know his charge against me.
volume56_book_22.txt,"September 24, 1933",But I am helpless.
volume56_book_22.txt,"September 24, 1933",He seems to have calmed down a little now.
volume56_book_22.txt,"September 24, 1933",Ramdas's own mind is his enemy.
volume56_book_22.txt,"September 24, 1933",And so I can't say anything about him.
volume56_book_22.txt,"September 24, 1933",When will he become really calm?
volume56_book_22.txt,"September 24, 1933",Nimu 6 keeps indifferent health.
volume56_book_22.txt,"September 24, 1933",The Bengal problem 7 is in my mind.
volume56_book_22.txt,"September 24, 1933",I will see what I can do.
volume56_book_22.txt,"September 24, 1933",Jamnalal will not go again to a hill station just now.
volume56_book_22.txt,"September 24, 1933",He had been to one and stayed there for ten days.
volume56_book_22.txt,"September 24, 1933","I will try to persuade him, though he feels better these days."
volume56_book_22.txt,"September 24, 1933",Anandi and the other girls and Qureshi's children are in Anasuyabehn's Harijan Boarding.
volume56_book_22.txt,"September 24, 1933",I thought that was the proper place for our children.
volume56_book_22.txt,"September 24, 1933",They are very happy there.
volume56_book_22.txt,"September 24, 1933","Narandas's Purushottam is engaged to the daughter of Harakhchand8, the 1 Amina Qureshi, wife of Gulam Rasool Qureshi 2 Dr. Pranjivan Mehta's house near the Ashram 3 Verrier Elwin 4 Son of Lakshmidas Asar 5 Indu Parekh, an Ashram student 6 Nirmala, wife of Ramdas Gandhi 7 The reference is to the agitation of the caste Hindus of Bengal against the Yeravda Pact."
volume56_book_22.txt,"September 24, 1933",8 A social worker from Chorwad 26 THE COLLECTED WORKS OF MAHATMA GANDHI brother of Jivanlal1.
volume56_book_22.txt,"September 24, 1933",I didn't like the engagement because both the parties belong to the same caste.
volume56_book_22.txt,"September 24, 1933","But they say that she is a good girl, and so Narandas also gave his consent."
volume56_book_22.txt,"September 24, 1933",Jamna 2 is in Rajkot.
volume56_book_22.txt,"September 24, 1933",Kanu 3 also is there.
volume56_book_22.txt,"September 24, 1933",He studies what he can in Jamnadas's4 school.
volume56_book_22.txt,"September 24, 1933",Mahadev's Babu5 is with his mother's sister in Bulsar.
volume56_book_22.txt,"September 24, 1933",He has written to me that he will go and stay with Anandi after Diwali.
volume56_book_22.txt,"September 24, 1933",I get reports about Rajenbabu every other day.
volume56_book_22.txt,"September 24, 1933",His health is improving very well.
volume56_book_22.txt,"September 24, 1933",Lakshmi 6 is here.
volume56_book_22.txt,"September 24, 1933",She was to go to Jullundur.
volume56_book_22.txt,"September 24, 1933","On second thoughts, Devdas got the plan abandoned."
volume56_book_22.txt,"September 24, 1933",It is still not finally decided what should be done.
volume56_book_22.txt,"September 24, 1933",Prabhudas's problem is still not solved.
volume56_book_22.txt,"September 24, 1933",That is why he has come with me.
volume56_book_22.txt,"September 24, 1933",7 has as good as become a sadhu.
volume56_book_22.txt,"September 24, 1933",He is all the time discontented.
volume56_book_22.txt,"September 24, 1933","Even if you stop after completing the Gita, you will have made fairly good progress."
volume56_book_22.txt,"September 24, 1933",The Ashram dairy is being run near Kankaria.
volume56_book_22.txt,"September 24, 1933",Titus is in charge of it and Shankerlal Banker exercises general supervision.
volume56_book_22.txt,"September 24, 1933",It is running fairly well.
volume56_book_22.txt,"September 24, 1933","Jawaharlal's Krishnakumari will most probably be engaged to the son of Kasturbhai's sister, who has just returned from England after qualifying for the Bar."
volume56_book_22.txt,"September 24, 1933","I met Kasturbhai, his sister and her son."
volume56_book_22.txt,"September 24, 1933",It was the parties' own choice.
volume56_book_22.txt,"September 24, 1933",They had met in Bombay twice or thrice at Rao's place.
volume56_book_22.txt,"September 24, 1933",Saruprani8 has given her consent.
volume56_book_22.txt,"September 24, 1933",The formal betrothal will take place in a few days.
volume56_book_22.txt,"September 24, 1933","If it does, a big load will be off Saruprani's head."
volume56_book_22.txt,"September 24, 1933",I am fairly well.
volume56_book_22.txt,"September 24, 1933",I don't know whether or not the bloodpressure remains high here.
volume56_book_22.txt,"September 24, 1933",The doctors here are not of that level.
volume56_book_22.txt,"September 24, 1933",Nor is there the need.
volume56_book_22.txt,"September 24, 1933",I drink one pound of milk at present and eat green vegetables twice every day.
volume56_book_22.txt,"September 24, 1933","The latter include gourd, ridge gourd, etc."
volume56_book_22.txt,"September 24, 1933",The weight was 99 lb.
volume56_book_22.txt,"September 24, 1933",when I was weighed on my arrival here.
volume56_book_22.txt,"September 24, 1933",I will weigh myself again after a few days.
volume56_book_22.txt,"September 24, 1933","Ba is fine, and so is Mira."
volume56_book_22.txt,"September 24, 1933",Jamnalalji's Kamala 9 was in Dinshaw Mehta's sanatorium.
volume56_book_22.txt,"September 24, 1933",She seems to have benefited a little.
volume56_book_22.txt,"September 24, 1933",She has come with me here.
volume56_book_22.txt,"September 24, 1933",Kamalnayan 10 also is here.
volume56_book_22.txt,"September 24, 1933","1 Jivanlal Motichand Shah 2 Wife of Narandas Gandhi 3 Son of Narandas Gandhi 4 Jamnadas Gandhi of the National School, Rajkot 5 Narayan Desai, usually referred to as Bablo 6 Wife of Devdas Gandhi 7 The name is omitted in the source."
volume56_book_22.txt,"September 24, 1933","8 Mother of Jawaharlal Nehru 9 Kamala Nevatia, wife of Rameshwardas 10 Son of Jamnalal Bajaj APPEAL FOR FLOOD RELIEF IN ORISSA 27 Vakil's school is closed at present because of the plague."
volume56_book_22.txt,"September 24, 1933",It will be shifted to Vile Parle now.
volume56_book_22.txt,"September 24, 1933","My programme, up to October 15, is to rest here itself."
volume56_book_22.txt,"September 24, 1933","Since the Government has not taken possession of the Ashram1, it is now being converted permanently into a Harijan colony."
volume56_book_22.txt,"September 24, 1933",Jamnalal has approved of the idea.
volume56_book_22.txt,"September 24, 1933","Friends in Ahmedabad, Ranchhodbhai and others have also approved of it."
volume56_book_22.txt,"September 24, 1933","It is planned to have some Harijan quarters, a tannery, a Harijan hostel and an office of the Harijan Seva Sangh there."
volume56_book_22.txt,"September 24, 1933",I am thinking of handing over the land and the buildings to the All-India Harijan Seva Sangh.
volume56_book_22.txt,"September 24, 1933","If you wish to offer any comments about this, please write to me."
volume56_book_22.txt,"September 24, 1933",I think I have written a fairly long letter.
volume56_book_22.txt,"September 24, 1933",Are you satisfied now?
volume55_book_351.txt,"July 26, 1933","LETTER TO HOME SECRETARY, GOVERNMENT OF BOMBAY AHMEDABAD, July 26, 1933 TO THE SECRETARY TO THE GOVERNMENT OF BOMBAY (HOME DEPARTMENT) POONA DEAR SIR, My first constructive act on return to India in 1915 was to found the Satyagraha Ashram for the purpose of serving Truth."
volume55_book_351.txt,"July 26, 1933","The inmates are under the vows of truth, ahimsa, celibacy, control of palate, poverty, fearlessness, removal of untouchability, swadeshi with khadi as the centre, equal respect for all religions and bread-labour."
volume55_book_351.txt,"July 26, 1933",The present site for the Ashram was bought in 1916.
volume55_book_351.txt,"July 26, 1933",It conducts today certain activities mostly through the labour of inmates.
volume55_book_351.txt,"July 26, 1933",But it does need to supplement that labour with ordinary paid labour.
volume55_book_351.txt,"July 26, 1933","Its principal activities are: khadi production as a village industry without the aid of power-driven machinery, dairy, agriculture, scientific scavenging and literary education."
volume55_book_351.txt,"July 26, 1933","The Ashram has 107 inmates at present (men 42, women 31, boys 12 and girls 22)."
volume55_book_351.txt,"July 26, 1933",This number excludes those who are in prison and those who are otherwise engaged outside.
volume55_book_351.txt,"July 26, 1933","Up to now it has trained nearly 1,000 persons in the manufacture of khadi."
