date,sentence,importance,event-type,cluster
"March 11, 1932","LETTER TO SIR SAMUEL HOARE March 11, 1932 2 DEAR SIR SAMUEL, You will perhaps recollect that at the end of my speech 3 at the Round Table Conference when the minorities' claim was presented, I had said that I should resist with my life the grant of separate electorate to the Depressed Classes.",1,demand,11111111111111
"March 11, 1932","This was not said in the heat of the moment, nor by way of rhetoric.",0,,
"March 11, 1932",It was meant to be a serious statement.,0,,
"March 11, 1932","In pursuance of that statement, I had hoped on my return to India to mobilize public opinion against separate electorate, at any rate, for the Depressed Classes.",1,fact,11111111111111
"March 11, 1932",But it was not to be.,0,,
"March 11, 1932","From the newspapers which I am permitted to read, I observe that any moment His Majesty's Government may declare their decision.",1,fact,800
"March 11, 1932","At first I had thought that if the decision was found to create separate electorates for the Depressed Classes, I should take such steps as I might then consider necessary to give effect to my vow.",1,demand,800
"March 11, 1932",But I feel that it would be unfair to the British Government for me to act without giving previous notice.,1,fact,800
"March 11, 1932",Naturally they could not attach the significance I give to my statement.,0,,
"March 11, 1932",I need hardly reiterate all the objections I have to the creation of separate electorates for the Depressed Classes.,0,,
"March 11, 1932",I feel as if 1 Gandhiji's letters from correspondents abroad were misdirected to the addressee.,1,fact,800
"March 11, 1932","2 Despatched on this date, the letter was drafted on March 9 and revised on March 10; vide ""Diary, 1932"".",1,event,800
"March 11, 1932",LETTER TO SIR SAMUEL HOARE 191 I was one of them.,0,,
"March 11, 1932",Their case stands on a wholly different footing from that of the others.,0,,
"March 11, 1932",I am not against their representation in the legislatures.,0,,
"March 11, 1932","I should favour everyone of their adults, male or female, being registered as voters, irrespective of education or property qualifications, even though the franchise test may be stricter for the others.",1,demand,106
"March 11, 1932","But I hold that separate electorate is harmful for them and for Hinduism, whatever it may be from a purely political standpoint.",1,fact,106
"March 11, 1932","To appreciate the harm that separate electorates would do to them, one has to know how they are distributed amongst the so-called caste Hindus, and how dependent they are on the latter.",1,demand,106
"March 11, 1932",So far as Hinduism is concerned separate electorate would simply vivisect and disrupt it.,1,fact,106
"March 11, 1932",For me the question of these classes is predominantly moral and religious.,0,,
"March 11, 1932","The political aspect, important though it is, dwindles into insignificance compared to the moral and religious issue.",0,,
"March 11, 1932",You will have to appreciate my feelings in this matter by remembering that I have been interested in the condition of these classes from my boyhood and have more than once staked my all for their sake.,1,demand,24
"March 11, 1932",I say this not to pride myself in any way.,0,,
"March 11, 1932","For, I feel that no penance that caste Hindus may do can, in any way, compensate for the calculated degradation to which they have consigned the Depressed Classes for centuries.",1,fact,24
"March 11, 1932",But I know that separate electorate is neither penance nor any remedy for the crushing degradation they have groaned under.,1,fact,24
"March 11, 1932","I therefore respectfully inform His Majesty's Government that in the event of their decision creating separate electorate for the Depressed Classes, I must fast unto death.",1,demand,24
"March 11, 1932","I am painfully conscious of the fact that such a step whilst I am a prisoner must cause grave embarrassment to His Majesty's Government and that it will be regarded by many as highly improper on the part of one holding my position to introduce into the political field methods which they would describe as hysterical, if not much worse.",1,demand,24
"March 11, 1932","All I can urge in defence is that for me the contemplated step is not a method, it is part of my being.",0,,
"March 11, 1932","It is a call of conscience which I dare not disobey, even though it may cost whatever reputation for sanity I may possess.",0,,
"March 11, 1932","So far as I can see now, my discharge from imprisonment would not make the duty of fasting any the less imperative.",1,fact,24
"March 11, 1932","I am hoping, however, that all my fears are wholly unjustified and that the British Government have no intention whatever of creating separate electorate for the Depressed Classes.",1,fact,24
"March 11, 1932",It is perhaps as well for me to refer to another matter that is agitating me and may also enforce a similar fast.,0,,
"March 11, 1932",It is the 192 THE COLLECTED WORKS OF MAHATMA GANDHI way repression is going.,0,,
"March 11, 1932",I have no notion when I may receive a shock that would compel the sacrifice.,0,,
"March 11, 1932",Repression appears to me to be crossing what might be called the legitimate limit.,0,,
"March 11, 1932",A Governmental terrorism is spreading through the land.,1,fact,107
"March 11, 1932",Both English and Indian officials are being brutalized.,1,fact,107
"March 11, 1932","The latter, high and low, are becoming demoralized by reason of the Government rewarding as meritorious, disloyalty to the people and inhuman conduct towards their own kith and kin.",1,event,107
"March 11, 1932",The latter are being cowed down.,0,,
"March 11, 1932",Free speech has been stifled.,0,,
"March 11, 1932",Goondaism is being practised in the name of law and order.,1,fact,107
"March 11, 1932",Women who have come out for public service stand in fear of their honour being insulted.,1,event,107
"March 11, 1932","And all this, as it seems to me, is being done in order to crush the spirit of freedom which the Congress represents.",0,,
"March 11, 1932",Repression is not confined to punishing civil breaches of the common law.,0,,
"March 11, 1932",It goads people to break newly made orders of autocracy designed for the most part to humiliate them.,0,,
"March 11, 1932","In all these doings as I read them, I see no spirit of democracy.",0,,
"March 11, 1932","Indeed, my recent visit to England has confirmed my opinion that your democracy is a superficial circumscribed thing.",1,event,112
"March 11, 1932","In the weightiest matters decisions are taken by individuals or groups, without any reference to the Parliament, and these have been ratified by the Members having but a vague notion of what they were doing.",1,event,113
"March 11, 1932","Such was the case with Egypt, the War of 1914, and such is the case with India.",0,,
"March 11, 1932","My whole being rebels against the idea that in a system called democratic, one man should have the unfettered power of affecting the destiny of the ancient people numbering over three hundred millions, and that his decisions can be enforced by mobilizing the most terrible forces of destruction.",1,demand,114
"March 11, 1932",To me this is a negation of democracy.,0,,
"March 11, 1932",And this repression cannot be prolonged without further embittering the already bitter relations between the two peoples.,0,,
"March 11, 1932","In so far as I am responsible and can help it, how am I to arrest the process?",0,,
"March 11, 1932",Not by stopping civil disobedience.,0,,
"March 11, 1932",For me it is an article of faith.,0,,
"March 11, 1932",I regard myself by nature a democrat.,0,,
"March 11, 1932",Democracy of my conception is wholly inconsistent with the use of physical force for enforcing its will.,1,fact,115
"March 11, 1932",Civil resistance therefore has been conceived to be a proper substitute for physical force to be used wherever generally the latter is held necessary or justifiable.,1,event,115
"March 11, 1932",It is a process of self-suffering and a part of the plan is that in given circumstances a civil resister must sacrifice himself even by fasting to a finish.,1,fact,115
"March 11, 1932",That moment has not yet arrived for me.,0,,
"March 11, 1932",I have no undeniable call from within for such a step.,0,,
"March 11, 1932",But the LETTER TO DURGA M. DESAI 193 events happening outside are alarming enough to agitate my fundamental being.,0,,
"March 11, 1932","Therefore, in writing to you about the possibility of a fast regarding Depressed Classes, I felt that I would be untrue to you if I did not tell you also that there was another possibility, not remote, of such a fast.",1,event,800
"March 11, 1932",Needless to say that from my side absolute secrecy has been maintained about all the correspondence I have carried on with you.,1,fact,116
"March 11, 1932","Of course Sardar Vallabhbhai Patel and Mahadev Desai, who has just been sent to join us, know all about it.",1,event,116
"March 11, 1932","But you will no doubt make whatever use you wish of this letter.1 Yours sincerely, SIR SAMUEL HOARE WHITEHALL LONDON Bombay Secret Abstracts, Home Department, Special Branch, File No.",0,,
"December 17, 1932","LETTER TO M. M. ANANTA RAU December 17, 1932 DEAR FRIEND, I have your letter2.",0,,
"December 17, 1932",You will please pardon me for the frankness with which I propose to discuss it in the hope that it may open your eyes to the untenability of the position you have taken up and which you say represents orthodox opinion.,0,,
"December 17, 1932","1 It read: ""15.",0,,
"December 17, 1932","Is not this movement-against which orthodox opposition is only being just mobilized and is bound to rise to a proportion which neither the Government nor its present engineers have any idea of, and started at a stage of India's death and religious decline when faith in temples is steadily waning and is absolutely non-existent among the people who are projecting and conducting this movement and who are doing so more as a political stunt against the Government for winning swaraj than as a measure of religious catholicity-calculated to create increasing discord in the country, rioting and even bloodshed-and to indefinitely postpone the prospect of swaraj which is the common aim of all?""",0,,
"December 17, 1932","2 Dated December 14, 1932 (C.W.",0,,
"December 17, 1932","9561) 220 THE COLLECTED WORKS OF MAHATMA GANDHI Before I do that, let me ask why your letter-paper is so grotesque.",0,,
"December 17, 1932","It cannot add dignity to the sanatan dharma by having your letter-paper printed with borders as on an addresspaper, still less to have a portrait of the agent surrounded by other figures.",1,fact,117
"December 17, 1932","Advertisers do sometimes adopt ornamentation for their letter-paper, but I have never seen anything so wholly inartistic as the paper which you are using.",1,fact,117
"December 17, 1932","I restrained myself twice against drawing your attention to the incongruity of a religious agency using ornamentation, and that, too, utterly inartistic, but though my claim may be rejected, I am or am trying to be a humble representative of sanatan dharma, and therefore, whenever anything unbecoming is done in the name of that dharma, it pains me deeply.",1,event,117
"December 17, 1932",So much by way of preface.,0,,
"December 17, 1932","Now, regarding the contents of your letter.",0,,
"December 17, 1932","Surely, it ought to be easy for you to see that since you admit that untouchability is quite contrary to the divine fact of oneness of all life, the only way to realize that oneness1 is to have as little differentiation as possible, and wherever it exists, it should be accepted as an evil to be removed at the first opportunity.",1,fact,120
"December 17, 1932",There is no such difficulty or impossibility about the removal of untouchability as we practise it today.,1,fact,120
"December 17, 1932","You say that untouchability is based on ""physical, moral and mental purity"", and you have stated as if it was a self-proved proposition.",1,fact,120
"December 17, 1932",I find it most difficult to understand your statement so utterly at variance with daily experience.,0,,
"December 17, 1932","To claim permanence for untouchability, as you evidently claim for it, is to indefinitely postpone realization of oneness, unless you were to postulate that that realization is to come to humanity from outside sources.",0,,
"December 17, 1932","But I have never heard anybody saying so; on the contrary, there is complete agreement that realization of oneness can only come by incessant striving.",0,,
"December 17, 1932","In other words, it can only come when, in a daily increasing ratio, we obliterate differences and begin with those which are of our own creation and which have no moral justification.",0,,
"December 17, 1932",Nor can we be oblivious to the practices followed in other religions.,0,,
"December 17, 1932","If there is oneness of all life, there is oneness of all religions.",1,fact,25
"December 17, 1932","It is, therefore, instructive, if not absolutely necessary, to test our own practice by a reference to that of other religions, and then we find that untouchability as we know it today does not exist in any other religion.",1,fact,25
"December 17, 1932","For justifying our untouchability, therefore, we have to prove that the other religions are defective 1 Vide ""Letter to M. M. Ananta Rau"", pp.",1,demand,25
"December 17, 1932",LETTER TO M. M. ANANTA RAU 221 in that they do not practise untouchability and that It is so essential to the realization of the common goal that those religions which do not practise it will be driven to it whether they will or no.,,,
"December 17, 1932",I have never heard anybody making such claim.,0,,
"December 17, 1932","Those who claim to be sanatanists have put themselves in a state of rage as if I was about to violate all that is good in Hinduism, and they have rendered themselves incapable, first, of understanding what I am after, and then, of knowing what they are attacking.",1,fact,900
"December 17, 1932",I can safely say that no two letters from among the mass of letters I am receiving from sanatanists have agreed about the definition of untouchability.,1,fact,900
"December 17, 1932",They either swear at me or enter into argument that has no bearing on the subject.,1,fact,900
"December 17, 1932",All this cannot be good for sanatan dharma.,0,,
"December 17, 1932",The correspondence I am having is to me a painful sign of decadence of Hinduism.,0,,
"December 17, 1932","I invite you to ponder over what I have written, and if you find any force in my argument, study the whole question dispassionately, and if you feel with me that untouchability is an evil, courageously proclaim the truth and fight the evil.",0,,
"December 17, 1932",You refer me to the four Sankaracharyas.1 What shall I do by worrying them?,0,,
"December 17, 1932",I entertain no doubt about the correctness of my position.,0,,
"December 17, 1932",It is as clear to me as noon-day light.,0,,
"December 17, 1932","If they think that I am immersed in darkness, it is for them to show me the light.",0,,
"December 17, 1932","Yours sincerely, M. K. GANDHI SJT.",0,,
"December 17, 1932","M. M. ANANTA RAU AGENT, SANATANA DHARMA AGENCY 40 ISHWARDAS LALA STREET, TRIPLICANE, MADRAS From a copy: C.W.",0,,
"December 17, 1932",Courtesy: Government of Mysore.,0,,
"December 17, 1932","18736 1 The addressee had written: ""You are eager to know about true orthodox opinion about the subject of untouchability.",1,fact,121
"December 17, 1932","You can do full justice to your desire to know this if you wire to (1) His Holiness Sri Sankaracharya Swami of Kamakotipeetam, now camping at Madras, (2) His Holiness the Jeer, Sri Ahobila Matam, Srirengam, (3) His Holiness Sri Sankaracharya Swami of Sarada Peetam, Sringeri, (4) His Holiness Sri Satyagnanatirtha Swami of Uttaradimatam, now camping at Benares, requesting them to send the best pundits amongst them under their nomination for the conference you intend holding.",1,demand,121
"December 17, 1932","Without this your true object cannot be fully fulfilled.""",0,,
"August 26, 1932","LETTER TO D. B. KALELKAR August 26/27, 1932 CHI.",0,,
"August 26, 1932","KAKA, After a long time and through Col. Doyle's kindness I got a letter from you, dated 1[6-8-1932]2.",0,,
"August 26, 1932","The Colonel also told me today that you must have reached Ahmedabad today, and added that you should give up spinning, too, for some time in order to get rid of the pain in your back.",0,,
"August 26, 1932",I promised to convey this to you and to advise you to give up spinning as long as the pain persists.,0,,
"August 26, 1932","You should, therefore, give up spinning for some time.",0,,
"August 26, 1932","If you can spin on the takli standing and without getting tired, as you used to do here, you may do so, but you need not do even 1 Some lines were censored by the jail authorities.",0,,
"August 26, 1932",2 Illegible in the source LETTER TO D. B. KALELKAR 427 that.,0,,
"August 26, 1932",The only thing which I insist on your doing just now is to improve your health and get strong.,0,,
"August 26, 1932",Do get the area on the back where you feel the pain in the bone gently massaged.,0,,
"August 26, 1932",It is very good indeed that you can bathe with cold water.,0,,
"August 26, 1932",(Please let me know who are the other people with you there) .,0,,
"August 26, 1932",.1 I am writing to Hiralal about the book on astronomy.,1,event,26
"August 26, 1932",He has already sent me three of the books in your list.,1,event,26
"August 26, 1932","They are as follows: Stellar Maps, Khagolchitram and Hindu Astronomy.",1,fact,26
"August 26, 1932",I am sending them with this.,0,,
"August 26, 1932",There is some history behind Khagolchitram.,1,fact,26
"August 26, 1932",It was torn when it arrived here.,0,,
"August 26, 1932",.2 I shall soon be having a fairly good collection of books on astronomy.,1,demand,122
"August 26, 1932",There are three books by Jeans which are worth reading.,1,fact,122
"August 26, 1932","If you have not read them, would you like me to send any of them?",0,,
"August 26, 1932",Hiralal has sent me Maeterlink's book at your suggestion.,1,event,122
"August 26, 1932",I got it only two or three days ago.,0,,
"August 26, 1932","Since it was sent at your suggestion, you must have read it of course.",0,,
"August 26, 1932","If you want it, however, please let me know and I will send it too.",0,,
"August 26, 1932",I can easily recognize the morning constellations whose names you have given.,0,,
"August 26, 1932",You used to tell me names of many constellations but at that time they were only names to me.,0,,
"August 26, 1932",Now I can recognize most of them.,0,,
"August 26, 1932",I am able to read something at least every day.,0,,
"August 26, 1932",I have glanced through the chapters you have written.,0,,
"August 26, 1932","Though I have not read them carefully, I observed one deficiency in them.",0,,
"August 26, 1932","I felt, after reading a short sketch of Sir William Hershel's life in Ball's Story of the Sky, that you should give the names and short lives of Western astronomers, some of whom, as you yourself say, were men of great courage and spirit and of noble character.",1,event,123
"August 26, 1932",A modest effort to do this was made in Jyotirvilas.,1,event,123
"August 26, 1932",The book on astronomy which we wish to publish should be as perfect as possible and should give an account of all discoveries to date in the field.,1,demand,124
"August 26, 1932","After reading the books of Jeans, I also feel that the book should give some knowledge about physics.",1,demand,124
"August 26, 1932",This means that the scope of your undertaking becomes a little wider.,0,,
"August 26, 1932",I have merely thrown out a suggestion here.,0,,
"August 26, 1932",I don't expect you to do all this while you are resting there.,0,,
"August 26, 1932","Perhaps it is beyond your capacity, and so I do not wish to analyse your chapters too critically.",0,,
"August 26, 1932","Moreover, the book should not be such as only highly educated persons can understand.",0,,
"August 26, 1932",It should be written with villagers in view.,0,,
"August 26, 1932",But you should attach more importance to your health than to even this undertaking.,0,,
"August 26, 1932",You should go on with the work only if you can improve your health at the same time and not at its cost.,0,,
"August 26, 1932",1&2 Two-and-a-half lines were censored by the jail authorities.,0,,
"August 26, 1932",428 THE COLLECTED WORKS OF MAHATMA GANDHI How is it possible that I would not know Pundalik 1 ?,0,,
"August 26, 1932",I don't think he is likely to have accompanied you there.,0,,
"August 26, 1932",The disease from which he is suffering is an awful one.,1,,950
"August 26, 1932","I have no other remedy to suggest for it except fasting, cold hip-baths and enemas.",1,,950
"August 26, 1932",The lower intestines will recover their normal position only if they are given complete rest.,0,,
"August 26, 1932",Pundalik's complaint is known as prolapsus of the rectum.,0,,
"August 26, 1932",The effect of enema will be that the faeces will be expelled by the force of the water without the rectum slipping out.,0,,
"August 26, 1932","And since he will be fasting, the intestines will have no work to do and the rectum will not then slip out.",0,,
"August 26, 1932",I think you will get this letter without much delay.,0,,
"August 26, 1932",Vallabhbhai's study of Sanskrit is progressing with the speed of Indra's horse.,1,event,27
"August 26, 1932","As soon as spinning is over, he picks up a book of Sanskrit.",0,,
"August 26, 1932",He has completed six parts of Satavlekar's series and two chapters of the Gita.,1,event,27
"August 26, 1932",He does five verses every day.,0,,
"August 26, 1932",He becomes equally absorbed in spinning.,0,,
"August 26, 1932",He has reached as far as 40 counts.,0,,
"August 26, 1932",I don't think any student of the Vidyapith can equal his capacity for hard work.,0,,
"August 26, 1932",Mahadev's study of French and Urdu is progressing.,1,event,126
"August 26, 1932",He has reached as far as 80 counts.,1,event,126
"August 26, 1932","I had gone as far as 53 counts on the Gandiva spinning-wheel, but I have gone back to the Magan spinning-wheel to prevent harm to the left elbow.",0,,
"August 26, 1932",I have not been able to rise above 30 counts on it.,0,,
"August 26, 1932","In addition to astronomy, I also study Urdu a little.",0,,
"August 26, 1932",Correspondence takes up a great deal of time.,0,,
"August 26, 1932","After Dr. Mehta's death, I have had to write numerous letters concerning the affairs of his family.",1,event,127
"August 26, 1932",I suppose you have heard about his death.,0,,
"August 26, 1932",He had got a cut in a foot with a piece of glass and the wound became septic.,1,event,127
"August 26, 1932",The leg had to be amputated.,1,event,127
"August 26, 1932","The operation was successful, but afterwards he developed double pneumonia which proved fatal.",0,,
"August 26, 1932",This is the fourth week since he died.,1,fact,127
"August 26, 1932",Maganlal (Dr. Mehta's) must have landed in Bombay today.,1,demand,127
"August 26, 1932",He had gone to England.,1,event,127
"August 26, 1932",".2 Blessings from BAPU August 27, 1932 .",0,,
"August 26, 1932",.3 I had almost completed the history of the Ashram.,1,event,128
"August 26, 1932","After revising what I had written, I was about to proceed further but had to leave the work aside.",1,event,128
"August 26, 1932",I have not been able to find time for it since then.,0,,
"August 26, 1932",I am trying to do so.,0,,
"August 26, 1932","I have not been 1 Pundalik Katagde, follower of Gangadharrao Deshpande 2 Seven-and-a-quarter lines were censored by the jail authorities.",1,event,129
"August 26, 1932",3 The first line was censored by the jail authorities.,1,event,129
"August 26, 1932",LETTER TO CHHAGANLAL JOSHI 429 able to write it in as much detail as you may have thought.,0,,
"August 26, 1932","I believe, however, that it will contain my views in brief on all matters.",0,,
"January 11, 1933","LETTER TO T. A. V. NATHAN January 11, 1933 DEAR FRIEND, I have your letter1 enclosing three cuttings for which I thank you.",0,,
"January 11, 1933",I take them in order of their dates.,0,,
"January 11, 1933",That of the 28th December calls for no reply.,0,,
"January 11, 1933","That of the 29th, that is, the one on the postponement 2 of the fast has led you to grant me an indulgence, because you have been averse to the method of the fast.",1,event,130
"January 11, 1933","But I must not exist on indulgences from friends, especially in religious matters.",1,demand,130
"January 11, 1933","Fortunately for me, your indulgence is due to an oversight of a material condition, whose happening was to automatically postpone the fast, and this was some legal difficulty which could not be got over within the time.",0,,
"January 11, 1933",This difficulty came in the shape of the want of Viceregal sanction.,0,,
"January 11, 1933","If I had taken the fast on the 2nd of January, I am afraid that you would not only have condemned the fast as such but you would have condemned it as coercion against the Government of India.",0,,
"January 11, 1933","So, you see that the fast is postponed, not because I have realized its uselessness, but because I have realized the sinfulness of taking it in spite of the supervening of a contingency that had been contemplated and provided for.",0,,
"January 11, 1933","Your last article, that is, of the 4th instant, calls for a fairly large reply, but I shall not attempt it, if only because I have to economize time just at present.",0,,
"January 11, 1933",I see in my proposal no surrender whatsoever of principle.,0,,
"January 11, 1933","In this campaign I have endeavoured, as much as a Harijan by adoption can, to put myself in his position, and I say to the objectors: 'If you are polluted by my presence or by my touch, I am quite prepared to consent to a separate period being reserved for you to offer worship by yourselves.",1,event,29
"January 11, 1933",I give you the same credit for sincerity that I claim for myself.,0,,
"January 11, 1933",You are as much entitled to worship in the temple as I think I am.,1,event,29
"January 11, 1933","Therefore you offer worship in your time, and I shall 1 In which the addressee had written: ""I feel you have let down the reformers by your compromise formula, and I hope you will excuse me when I say that the impression in enlightened circles in South India is that you have played into the hands of orthodox Brahmins.""",1,demand,29
"January 11, 1933","6 LETTER TO T. A. V. NATHAN 7 offer worship, along with the reformers, during the period reserved for us, and since by tradition you have been taught to think that the efficacy of the idol is diminished by my entering the portals of the temple gate, though I do not believe in it myself, let the priest perform the purification ceremony.",1,event,29
"January 11, 1933",1 This is how I rehearsed the whole thing to myself before I made the proposal to Pandit Panchanan Tarkaratna.,1,event,29
"January 11, 1933","Of course the proposal would not be worthy of consideration if there was not a big assumption underlying it, namely, that the objectors would be in a negligible minority.",0,,
"January 11, 1933","My proposal, therefore, is an effective and acid test of the sincerity of all concerned.",0,,
"January 11, 1933","If the objectors including the Shastris are sincere in their protest on behalf of what they consider to be sanatana dharma, they would jump at the proposal.",0,,
"January 11, 1933","If the reformers and the Harijans are sincere, they should hail the proposal with joy, and if it is accepted, regard it as a vast step towards the fruition of the reform.",1,demand,29
"January 11, 1933","If it is found by experience that the caste Hindus who offer worship during the joint period are themselves a negligible quantity, it would be a defeat for the reformer, and it would be a sign that the Harijans should abstain from entering those temples where they are unwelcome visitors.",1,demand,29
"January 11, 1933",They would not then have to go to the temples as beggars before caste-men.,1,demand,29
"January 11, 1933","They will go, if they go at all, as fellow-Hindus, welcomed by an overwhelming majority of caste-men who would not consider themselves in any way polluted by the touch of the erstwhile untouchables.",1,demand,131
"January 11, 1933",Any other solution would be tantamount to compulsion.,0,,
"January 11, 1933","You will recall what I said in one of my previous statements that wherever the majority of the temple-goers are against the admission of Harijans those temples should not be visited by them, and where the majority was composed of reformers, the possession should go to them along with the Harijans and that the minority should build another temple for themselves, if they so choose; but in the course of argument with Pandit Panchanan Tarkaratna, I discovered a flaw in that proposal.",1,demand,960
"January 11, 1933",It is an undoubted fact that-whether it is right or wrong is not the question-thousands of people attribute particular sanctity to their favourite temples.,1,fact,960
"January 11, 1933",That sanctity is for them an untransferable thing.,0,,
"January 11, 1933","Sanctity handed down from ancient times cannot be imparted to a new image and a new temple by the mere will of man, and therefore the proposal I have now published dawned upon me, and the proposal to be of any value 1 Gandhiji's compromise proposed to satisfy caste Hindus.",0,,
"January 11, 1933","8 THE COLLECTED WORKS OF MAHATMA GANDHI has to carry with it the consent to purification, again out of scrupulous regard for the religious sentiment of the minority.",0,,
"January 11, 1933","You will sympathize with my reasoning, even if you may not agree with it, when you realize that ahimsa is a fundamental creed with me and enforceable under every conceivable circumstance.",1,demand,132
"January 11, 1933","That I may fail miserably in reducing my creed to practice on all occasions does not detract from the creed, and is irrelevant to the discussion; and my non-violence would not permit me to do violence to the feelings of a single devotee who has been accustomed to visit a particular temple.",0,,
"January 11, 1933","I would also ask you to remember that, whatever may be said to the contrary, for me the whole of this campaign against untouchability is a purely religious campaign.",0,,
"January 11, 1933","It is a movement of a big reform in Hinduism which, as I have said so repeatedly, must die if untouchability as we know it today is not eradicated.",0,,
"January 11, 1933",I must also confess that I have a profound reverence for the Hindu Shastras as I have conceived them; but I cannot impose my conception upon others by force.,1,demand,30
"January 11, 1933",I must let it work its way in the midst of competing interpretations and conceptions.,0,,
"January 11, 1933","Therefore wherever possible, my attitude would be to make provision for all other conceptions and interpretations.",0,,
"January 11, 1933","If you would bear these things in mind, you would not only understand my position but you will support me whole-heartedly, and I want your support.",0,,
"January 11, 1933",I want the support of every Hindu.,1,demand,30
"January 11, 1933","Your paper represents I know a very large body of advanced Hindu opinion and since you are taking the trouble of trying to understand me, I am not going easily to give up the attempt to enlist your full support.",1,fact,30
"January 11, 1933","You have asked me quite unjustly ""whether he (i.e., I) would be willing to satisfy the conscience of conservative seekers in England who want that political reform in India should be postponed to some later period"".",0,,
"January 11, 1933","I will not insult your intelligence by showing you that there is no analogy between the position underlying your question and the position with reference to temple-entry, especially in view of what I have said in the foregoing paragraphs.",0,,
"January 11, 1933","Lastly, you cavil at the use of the word 'Harijan' for untouchables.",1,event,31
"January 11, 1933","Evidently, you do not know how the word came to be used in the first instance.",0,,
"January 11, 1933","It was suggested by certain untouchable friends who do not like to be called 'untouchables', and it was suggested because a saintly poet1 of Gujarat, according to their interpretation of one of his hymns, used it in connection with 'untouchables'.",1,event,31
"January 11, 1933","I 1 Narasinha Mehta LETTER TO ZAMINDAR OF GOLLAPALLI 9 immediately seized upon the word as also otherwise most fitting, for the most despised people are the most favoured of God.",0,,
"January 11, 1933","I fail to see any slave mentality about the origin of the use of the word or its continuance, and let us hope that when untouchability has a decent burial, we shall all strive to become Harijans, that is, pure men of God.",0,,
"February 19, 1933","LETTER TO D. B. KALELKAR AND B. D. KALELKAR February 19, 1933 CHI.",0,,
"February 19, 1933","KAKA, I got your letter.",0,,
"February 19, 1933","If milk, when taken without any other food, is not digested, it does no harm, but the milk which seems to be digested with the help of other food is not really digested but mixes with the food, and remaining in the body in the form of poison, it harms the gums, etc.",1,fact,32
"February 19, 1933",This is the view held by more and more doctors and seems to be correct.,0,,
"February 19, 1933","You can have with milk oranges, grapes, pineapples, pomegranates and other juicy fruits.",1,demand,32
"February 19, 1933",They will prevent milk from causing constipation.,1,demand,32
"February 19, 1933","You should, therefore, start the experiment of milk-diet as soon as possible and accustom your body really to digest it.",0,,
"February 19, 1933",I make no distinction between milk and curds.,1,fact,32
"February 19, 1933","Some doctors, probably most, believe that curds are more easily digested.",0,,
"February 19, 1933",The curds should not taste sour at all-the curds which we used to make by adding drops of lemon juice to milk would be the best.,0,,
"February 19, 1933",You should not drink the milk but sip it slowly.,0,,
"February 19, 1933",It would be better to take a spoonful at a time.,0,,
"February 19, 1933","To start with, you should take a quarter pound every hour.",0,,
"February 19, 1933",Do not mind if you get diarrhoea.,0,,
"February 19, 1933",It will stop in a few days.,0,,
"February 19, 1933",You may drink the fruit juice separately at any convenient time.,1,demand,33
"February 19, 1933","In fruit juice, you should have the juice of six mosambis or of one pound of fresh grapes in two parts.",1,demand,33
"February 19, 1933","You should take about four pounds of milk or curds, and mix with it as much butter as may be necessary.",0,,
"February 19, 1933","If you take milk in sufficient quantity, I doubt the necessity of butter.",0,,
"February 19, 1933",But it will do no harm if it can be digested even in the absence of other food.,0,,
"February 19, 1933","Doctors believe that, like milk, butter too does no harm if taken by itself.",0,,
"February 19, 1933",See how I have described the benefits of milk.,0,,
"February 19, 1933",But I have no choice.,0,,
"February 19, 1933",I can find no plant or herb which can equal milk in food value.,0,,
"February 19, 1933",There is certainly some truth in the belief that milk is a wholesome food even for yogis.,0,,
"February 19, 1933",It is the only substitute for meat.,0,,
"February 19, 1933","Only our vaids 1 could have discovered a vegetable substitute for milk, but, lacking zeal for dharma, they made no such attempt.",0,,
"February 19, 1933",I have failed in my search and given it up.,0,,
"February 19, 1933",We do 1 Physicians practising Ayurvedic system of medicine 347 348 THE COLLECTED WORKS OF MAHATMA GANDHI not know if anybody else will take it up and succeed.,0,,
"February 19, 1933",Perhaps in the West they may succeed.,0,,
"February 19, 1933",Among us there is no one who possesses the necessary medicinal knowledge to make such a discovery.,0,,
"February 19, 1933",We do not regard it as our dharma to acquire such knowledge and to make experiments with that aim.,0,,
"February 19, 1933",Anybody who wishes to undertake the task should be inspired with zeal for the welfare of the cow.,0,,
"February 19, 1933",He should be convinced that no milk other than the mother's milk can be the proper food of a human being.,1,demand,134
"February 19, 1933",Such a person should then study medicine.,1,demand,134
"February 19, 1933",We do not have at present men with such a spirit.,0,,
"February 19, 1933","If India is destined to discover such a substitute, God will send among us a person with the necessary gifts.",0,,
"February 19, 1933","Till then, let us sing praises of milk and do the duty which lies before us.",0,,
"February 19, 1933",I hope you will feel satisfied that I have replied to your question in greater detail than you had expected.,0,,
"February 19, 1933",I also hope that you will understand the relative importance of the issues involved.,0,,
"February 19, 1933","Think over all this and do what seems right to you, for even in such matters the final decision should be one's own.",0,,
"February 19, 1933",What I have said is true only about people with weak health.,0,,
"February 19, 1933",Those who are healthy will eat normal food and may even be able to digest it.,0,,
"February 19, 1933","If you want to experiment with milk-diet in a scientific manner, you can do so only in the Ashram or in the neighbourhood of a dairy where we have a right of entry; it is only then that we can get fresh milk.",0,,
"February 19, 1933",I suppose you know that yogis mix crushed neem leaves in milk before drinking it.,0,,
